	userId	Reputation	Views	UpVotes	DownVotes	postId	Score	ViewCount	CommentCount	Outlier
3509	333	1233	104	75	4	18263	2	167	0	Reputation
3591	339	3039	363	125	0	1060	6	958	0	Reputation
3599	339	3039	363	125	0	1713	9	2141	0	Reputation
3603	339	3039	363	125	0	1812	5	704	0	Reputation
3613	339	3039	363	125	0	2220	7	2133	0	Reputation
3621	339	3039	363	125	0	3885	3	160	2	Reputation
3623	339	3039	363	125	0	4762	1	2354	2	Reputation
3626	339	3039	363	125	0	5206	6	1448	0	Reputation
3629	339	3039	363	125	0	5808	5	2454	0	Reputation
3631	339	3039	363	125	0	5952	8	2663	0	Reputation
3634	339	3039	363	125	0	6214	11	2218	0	Reputation
3635	339	3039	363	125	0	6442	3	639	0	Reputation
3638	339	3039	363	125	0	8504	4	1640	1	Reputation
3639	339	3039	363	125	0	9124	1	536	0	Reputation
3640	339	3039	363	125	0	9500	8	6776	7	Reputation
3641	339	3039	363	125	0	11341	2	497	5	Reputation
3644	339	3039	363	125	0	21112	4	845	0	Reputation
3646	339	3039	363	125	0	33327	2	1388	0	Reputation
3667	364	5442	671	115	2	1169	5	710	0	Reputation
3669	364	5442	671	115	2	1399	7	1369	0	Reputation
3671	364	5442	671	115	2	1649	5	470	0	Reputation
3683	364	5442	671	115	2	2401	10	1270	1	Reputation
3687	364	5442	671	115	2	2956	17	439	0	Reputation
3691	364	5442	671	115	2	3928	7	310	0	Reputation
3695	364	5442	671	115	2	4551	121	10402	6	Reputation
3713	364	5442	671	115	2	6208	14	1567	3	Reputation
3715	364	5442	671	115	2	6312	13	592	2	Reputation
3716	364	5442	671	115	2	6318	11	713	8	Reputation
3724	364	5442	671	115	2	7676	5	145	3	Reputation
3726	364	5442	671	115	2	8088	7	741	2	Reputation
3728	364	5442	671	115	2	8459	2	120	2	Reputation
3731	364	5442	671	115	2	8798	6	799	0	Reputation
3735	364	5442	671	115	2	8972	8	538	8	Reputation
3736	364	5442	671	115	2	9352	5	284	0	Reputation
3737	364	5442	671	115	2	9354	6	1102	0	Reputation
3739	364	5442	671	115	2	9990	12	899	1	Reputation
3741	364	5442	671	115	2	10002	8	400	1	Reputation
3744	364	5442	671	115	2	10510	40	1813	4	Reputation
3747	364	5442	671	115	2	11070	10	527	2	Reputation
3748	364	5442	671	115	2	11165	6	618	0	Reputation
3749	364	5442	671	115	2	11176	4	486	0	Reputation
3753	364	5442	671	115	2	11903	5	103	1	Reputation
3754	364	5442	671	115	2	12194	4	171	1	Reputation
3756	364	5442	671	115	2	12602	9	579	7	Reputation
3759	364	5442	671	115	2	12805	5	303	1	Reputation
3762	364	5442	671	115	2	14241	4	159	4	Reputation
3766	364	5442	671	115	2	15768	20	1054	0	Reputation
3776	364	5442	671	115	2	18484	1	323	0	Reputation
3780	364	5442	671	115	2	19175	7	239	0	Reputation
3783	364	5442	671	115	2	21783	1	98	1	Reputation
3784	364	5442	671	115	2	21957	1	75	3	Reputation
3788	364	5442	671	115	2	22895	6	237	0	Reputation
3792	364	5442	671	115	2	23313	4	490	2	Reputation
3793	364	5442	671	115	2	23317	5	1039	6	Reputation
3795	364	5442	671	115	2	24070	1	314	0	Reputation
3797	364	5442	671	115	2	26450	90	7545	9	Reputation
3798	364	5442	671	115	2	26537	8	1834	0	Reputation
3799	364	5442	671	115	2	26902	3	104	8	Reputation
3800	364	5442	671	115	2	27345	24	3273	2	Reputation
3801	364	5442	671	115	2	33468	4	100	0	Reputation
3802	364	5442	671	115	2	38929	1	48	1	Reputation
3853	401	6906	1070	394	6	2219	4	1161	0	Reputation
3890	401	6906	1070	394	6	12651	8	744	4	Reputation
3942	401	6906	1070	394	6	19717	7	325	6	Reputation
3944	401	6906	1070	394	6	20295	27	2322	8	Reputation
3946	401	6906	1070	394	6	21096	3	144	0	Reputation
3960	401	6906	1070	394	6	24235	2	52	3	Reputation
3963	401	6906	1070	394	6	26387	2	123	4	Reputation
3965	401	6906	1070	394	6	26543	2	126	1	Reputation
3966	401	6906	1070	394	6	26988	5	797	2	Reputation
3979	401	6906	1070	394	6	33364	5	1129	2	Reputation
3998	401	6906	1070	394	6	45599	3	94	0	Reputation
4025	438	2133	272	28	1	964	3	393	0	Reputation
4027	438	2133	272	28	1	1164	50	2732	3	Reputation
4030	438	2133	272	28	1	1385	9	1034	2	Reputation
4046	438	2133	272	28	1	29117	1	998	1	Reputation
4052	439	2031	268	152	1	4040	13	4121	0	Reputation
4054	439	2031	268	152	1	4200	1	1395	0	Reputation
4055	439	2031	268	152	1	4272	33	4284	0	Reputation
4056	439	2031	268	152	1	4284	13	2430	1	Reputation
4057	439	2031	268	152	1	4371	6	532	0	Reputation
4061	439	2031	268	152	1	4543	6	2012	0	Reputation
4062	439	2031	268	152	1	4575	11	2024	2	Reputation
4064	439	2031	268	152	1	4603	4	1196	0	Reputation
4065	439	2031	268	152	1	4612	9	8532	3	Reputation
4066	439	2031	268	152	1	4624	11	301	0	Reputation
4067	439	2031	268	152	1	4663	18	2764	0	Reputation
4074	439	2031	268	152	1	4934	1	742	0	Reputation
4075	439	2031	268	152	1	4936	6	931	0	Reputation
4078	439	2031	268	152	1	4980	7	1568	0	Reputation
4079	439	2031	268	152	1	4999	4	375	0	Reputation
4080	439	2031	268	152	1	5004	2	738	1	Reputation
4082	439	2031	268	152	1	9341	4	175	0	Reputation
4083	439	2031	268	152	1	9467	6	461	0	Reputation
4084	439	2031	268	152	1	9544	6	299	0	Reputation
4086	439	2031	268	152	1	10703	4	167	8	Reputation
4106	442	6431	973	857	21	2067	12	1787	6	Reputation
4121	442	6431	973	857	21	3559	25	25960	2	Reputation
4125	442	6431	973	857	21	6127	28	9926	1	Reputation
4142	442	6431	973	857	21	14088	11	4554	8	Reputation
4145	442	6431	973	857	21	14947	8	2646	3	Reputation
4146	442	6431	973	857	21	15102	19	7737	2	Reputation
4156	442	6431	973	857	21	23833	4	2263	11	Reputation
4158	442	6431	973	857	21	23874	2	982	3	Reputation
4164	442	6431	973	857	21	26523	4	4696	0	Reputation
4168	442	6431	973	857	21	28169	10	385	6	Reputation
4169	442	6431	973	857	21	28730	24	10693	4	Reputation
4185	442	6431	973	857	21	38493	3	706	6	Reputation
4186	442	6431	973	857	21	38639	2	200	0	Reputation
4499	485	2908	265	444	11	1521	14	5188	3	Reputation
4512	485	2908	265	444	11	3713	33	6451	2	Reputation
4515	485	2908	265	444	11	4086	7	853	2	Reputation
4525	485	2908	265	444	11	11050	17	674	0	Reputation
4529	485	2908	265	444	11	20583	9	1279	4	Reputation
4590	495	2092	272	32	4	14804	5	235	0	Reputation
4596	495	2092	272	32	4	30729	21	632	15	Reputation
4611	511	1796	516	33	4	949	15	1880	9	Reputation
4612	511	1796	516	33	4	1469	3	174	2	Reputation
4615	511	1796	516	33	4	1621	7	427	3	Reputation
4616	511	1796	516	33	4	1674	4	294	1	Reputation
4617	511	1796	516	33	4	1681	3	274	2	Reputation
4619	511	1796	516	33	4	1923	5	358	0	Reputation
4621	511	1796	516	33	4	2079	2	85	2	Reputation
4624	511	1796	516	33	4	2397	7	2105	5	Reputation
4625	511	1796	516	33	4	2423	8	1965	5	Reputation
4627	511	1796	516	33	4	2828	16	1613	8	Reputation
4630	511	1796	516	33	4	3963	3	125	0	Reputation
4631	511	1796	516	33	4	4564	6	258	0	Reputation
4635	511	1796	516	33	4	4988	4	246	3	Reputation
4639	511	1796	516	33	4	11539	4	527	1	Reputation
4640	511	1796	516	33	4	19155	4	101	0	Reputation
4641	511	1796	516	33	4	32666	3	100	3	Reputation
4645	511	1796	516	33	4	34988	3	123	0	Reputation
4646	511	1796	516	33	4	45151	2	128	3	Reputation
4660	521	2133	205	65	0	1337	69	66972	3	Reputation
4745	557	1273	142	58	0	3381	2	930	4	Reputation
4747	557	1273	142	58	0	3556	7	1271	1	Reputation
4749	557	1273	142	58	0	3856	4	477	1	Reputation
4750	557	1273	142	58	0	4733	2	218	2	Reputation
4752	557	1273	142	58	0	5746	3	292	2	Reputation
4753	557	1273	142	58	0	5868	2	136	1	Reputation
4756	557	1273	142	58	0	6314	14	920	5	Reputation
4759	557	1273	142	58	0	8240	6	170	1	Reputation
4761	557	1273	142	58	0	10592	7	542	5	Reputation
4762	557	1273	142	58	0	11436	13	402	3	Reputation
4764	557	1273	142	58	0	11897	10	208	1	Reputation
4773	557	1273	142	58	0	19705	10	230	3	Reputation
4777	557	1273	142	58	0	22595	5	84	4	Reputation
4778	557	1273	142	58	0	25971	3	114	1	Reputation
4779	557	1273	142	58	0	26766	3	93	2	Reputation
4782	557	1273	142	58	0	30237	2	65	5	Reputation
4783	557	1273	142	58	0	35668	2	155	0	Reputation
4803	561	2002	186	155	11	1805	20	18993	1	Reputation
4805	561	2002	186	155	11	1935	8	1622	0	Reputation
4811	561	2002	186	155	11	3113	7	3186	0	Reputation
4813	561	2002	186	155	11	12128	16	15981	3	Reputation
4815	561	2002	186	155	11	14226	47	2077	10	Reputation
4818	561	2002	186	155	11	15187	3	2619	1	Reputation
4819	561	2002	186	155	11	15444	3	334	0	Reputation
4823	561	2002	186	155	11	16319	2	2640	1	Reputation
4827	561	2002	186	155	11	18082	11	25197	0	Reputation
4830	561	2002	186	155	11	19703	5	910	1	Reputation
4834	561	2002	186	155	11	27038	19	2308	5	Reputation
4835	561	2002	186	155	11	40769	47	2299	5	Reputation
4882	582	2400	293	692	23	961	10	1991	0	Reputation
4887	582	2400	293	692	23	1881	8	1920	0	Reputation
4888	582	2400	293	692	23	1944	2	231	4	Reputation
4899	582	2400	293	692	23	4043	6	511	0	Reputation
4903	582	2400	293	692	23	5250	14	7749	0	Reputation
4908	582	2400	293	692	23	6097	5	119	4	Reputation
4917	582	2400	293	692	23	9306	7	277	4	Reputation
4930	582	2400	293	692	23	25343	3	1004	12	Reputation
4932	582	2400	293	692	23	36294	5	1258	0	Reputation
4933	582	2400	293	692	23	40572	3	175	14	Reputation
4997	601	13478	1286	283	17	1797	11	1560	2	Reputation
5014	601	13478	1286	283	17	3412	14	1309	2	Reputation
5053	601	13478	1286	283	17	12750	1	70	0	Reputation
5081	601	13478	1286	283	17	16013	11	1344	2	Reputation
5118	601	13478	1286	283	17	22125	6	166	12	Reputation
5238	603	10647	1225	683	49	2510	2	524	5	Reputation
5242	603	10647	1225	683	49	2555	2	366	0	Reputation
5245	603	10647	1225	683	49	2613	6	625	5	Reputation
5259	603	10647	1225	683	49	2972	5	827	0	Reputation
5275	603	10647	1225	683	49	3446	6	867	2	Reputation
5286	603	10647	1225	683	49	3890	3	3907	0	Reputation
5288	603	10647	1225	683	49	4017	6	2461	5	Reputation
5290	603	10647	1225	683	49	4437	-1	880	2	Reputation
5294	603	10647	1225	683	49	6971	3	159	0	Reputation
5295	603	10647	1225	683	49	7336	9	315	2	Reputation
5296	603	10647	1225	683	49	7370	3	118	0	Reputation
5297	603	10647	1225	683	49	7817	6	144	4	Reputation
5299	603	10647	1225	683	49	11975	4	142	2	Reputation
5312	603	10647	1225	683	49	13516	7	187	0	Reputation
5322	603	10647	1225	683	49	17527	2	301	3	Reputation
5324	603	10647	1225	683	49	20241	3	201	0	Reputation
5333	603	10647	1225	683	49	26256	0	105	3	Reputation
5334	603	10647	1225	683	49	27190	5	202	4	Reputation
5335	603	10647	1225	683	49	27202	1	152	0	Reputation
5338	603	10647	1225	683	49	29091	4	997	3	Reputation
5340	603	10647	1225	683	49	29705	4	59	2	Reputation
5343	603	10647	1225	683	49	30652	9	818	7	Reputation
5357	603	10647	1225	683	49	32833	4	132	3	Reputation
5363	603	10647	1225	683	49	34221	12	299	4	Reputation
5366	603	10647	1225	683	49	40819	1	114	7	Reputation
5460	656	2320	203	1273	7	6275	11	1572	0	Reputation
5537	666	1855	105	71	0	2099	6	2987	0	Reputation
5538	666	1855	105	71	0	2516	54	9927	2	Reputation
5542	666	1855	105	71	0	2906	13	430	0	Reputation
5549	666	1855	105	71	0	3392	38	1681	1	Reputation
5566	666	1855	105	71	0	23617	22	1001	9	Reputation
5599	686	44152	7357	2156	82	7053	7	290	0	Reputation
5605	686	44152	7357	2156	82	7785	10	251	0	Reputation
5630	686	44152	7357	2156	82	12105	3	82	0	Reputation
5647	686	44152	7357	2156	82	13334	3	1395	0	Reputation
5660	686	44152	7357	2156	82	14374	2	674	6	Reputation
5764	686	44152	7357	2156	82	20977	33	2172	8	Reputation
5778	686	44152	7357	2156	82	22035	9	2086	0	Reputation
5782	686	44152	7357	2156	82	22406	8	1689	0	Reputation
5815	686	44152	7357	2156	82	24155	5	219	10	Reputation
5861	686	44152	7357	2156	82	26717	1	119	3	Reputation
5875	686	44152	7357	2156	82	28298	0	286	7	Reputation
5877	686	44152	7357	2156	82	28478	3	196	6	Reputation
5881	686	44152	7357	2156	82	29005	2	406	4	Reputation
6013	686	44152	7357	2156	82	38471	21	629	6	Reputation
6212	686	44152	7357	2156	82	46569	7	613	2	Reputation
6249	696	2282	182	136	18	4569	6	2609	0	Reputation
6264	696	2282	182	136	18	6856	15	1716	2	Reputation
6267	696	2282	182	136	18	7775	8	2599	5	Reputation
6285	696	2282	182	136	18	24442	1	594	0	Reputation
6375	776	1895	312	225	1	1321	6	535	2	Reputation
6376	776	1895	312	225	1	1576	65	34617	4	Reputation
6377	776	1895	312	225	1	3181	18	1332	2	Reputation
6378	776	1895	312	225	1	3270	12	4271	0	Reputation
6379	776	1895	312	225	1	3287	3	651	0	Reputation
6381	776	1895	312	225	1	4292	4	1072	6	Reputation
6382	776	1895	312	225	1	4422	5	1468	2	Reputation
6383	776	1895	312	225	1	4469	1	407	0	Reputation
6384	776	1895	312	225	1	4473	3	570	1	Reputation
6385	776	1895	312	225	1	4830	7	2474	4	Reputation
6386	776	1895	312	225	1	4831	16	6044	0	Reputation
6387	776	1895	312	225	1	4832	5	2706	2	Reputation
6389	776	1895	312	225	1	4854	9	4187	0	Reputation
6391	776	1895	312	225	1	4901	13	3527	3	Reputation
6392	776	1895	312	225	1	6791	6	4209	3	Reputation
6393	776	1895	312	225	1	9283	12	4285	1	Reputation
6394	776	1895	312	225	1	9422	5	150	1	Reputation
6399	776	1895	312	225	1	12205	1	967	3	Reputation
6401	776	1895	312	225	1	14069	2	167	4	Reputation
6410	776	1895	312	225	1	14830	6	246	2	Reputation
6415	776	1895	312	225	1	21421	0	389	0	Reputation
6416	776	1895	312	225	1	30765	3	2770	4	Reputation
6449	795	5606	967	1547	8	1376	4	464	2	Reputation
6451	795	5606	967	1547	8	1380	3	1055	0	Reputation
6453	795	5606	967	1547	8	1386	11	3026	3	Reputation
6456	795	5606	967	1547	8	1478	3	543	2	Reputation
6459	795	5606	967	1547	8	1557	7	489	0	Reputation
6460	795	5606	967	1547	8	1622	1	294	1	Reputation
6464	795	5606	967	1547	8	1853	7	644	2	Reputation
6468	795	5606	967	1547	8	2111	7	990	4	Reputation
6470	795	5606	967	1547	8	2169	5	240	5	Reputation
6472	795	5606	967	1547	8	2214	7	170	3	Reputation
6476	795	5606	967	1547	8	2298	5	271	9	Reputation
6477	795	5606	967	1547	8	2299	18	422	0	Reputation
6480	795	5606	967	1547	8	2352	11	887	1	Reputation
6482	795	5606	967	1547	8	2377	9	2014	4	Reputation
6488	795	5606	967	1547	8	2492	92	21588	6	Reputation
6489	795	5606	967	1547	8	2504	17	989	0	Reputation
6491	795	5606	967	1547	8	2667	4	551	9	Reputation
6503	795	5606	967	1547	8	2909	7	567	3	Reputation
6513	795	5606	967	1547	8	3261	2	296	2	Reputation
6515	795	5606	967	1547	8	3291	7	398	0	Reputation
6518	795	5606	967	1547	8	3390	6	1177	0	Reputation
6519	795	5606	967	1547	8	3779	22	1739	6	Reputation
6523	795	5606	967	1547	8	3961	4	434	1	Reputation
6524	795	5606	967	1547	8	4068	7	1071	8	Reputation
6525	795	5606	967	1547	8	4081	7	2078	0	Reputation
6531	795	5606	967	1547	8	4695	5	301	0	Reputation
6537	795	5606	967	1547	8	5228	5	919	3	Reputation
6542	795	5606	967	1547	8	5364	7	1332	0	Reputation
6543	795	5606	967	1547	8	5465	41	28622	1	Reputation
6547	795	5606	967	1547	8	5703	7	306	9	Reputation
6550	795	5606	967	1547	8	5797	5	302	0	Reputation
6557	795	5606	967	1547	8	6304	11	943	2	Reputation
6560	795	5606	967	1547	8	6438	4	120	0	Reputation
6569	795	5606	967	1547	8	7141	6	179	18	Reputation
6573	795	5606	967	1547	8	7810	6	210	0	Reputation
6582	795	5606	967	1547	8	8690	6	318	0	Reputation
6586	795	5606	967	1547	8	9625	6	874	3	Reputation
6587	795	5606	967	1547	8	10369	8	185	5	Reputation
6589	795	5606	967	1547	8	10639	2	1662	0	Reputation
6592	795	5606	967	1547	8	11131	6	746	1	Reputation
6595	795	5606	967	1547	8	11553	8	579	0	Reputation
6606	795	5606	967	1547	8	13481	13	378	0	Reputation
6609	795	5606	967	1547	8	13783	5	658	7	Reputation
6611	795	5606	967	1547	8	14536	3	61	0	Reputation
6613	795	5606	967	1547	8	15002	6	223	2	Reputation
6615	795	5606	967	1547	8	16801	3	132	1	Reputation
6617	795	5606	967	1547	8	16876	4	90	0	Reputation
6622	795	5606	967	1547	8	17438	2	310	2	Reputation
6629	795	5606	967	1547	8	18363	2	396	2	Reputation
6638	795	5606	967	1547	8	19154	2	142	0	Reputation
6642	795	5606	967	1547	8	23024	2	131	2	Reputation
6643	795	5606	967	1547	8	23589	3	166	2	Reputation
6645	795	5606	967	1547	8	25335	3	35	0	Reputation
6646	795	5606	967	1547	8	25895	6	3151	0	Reputation
6647	795	5606	967	1547	8	26841	2	131	10	Reputation
6648	795	5606	967	1547	8	27279	6	242	5	Reputation
6651	795	5606	967	1547	8	28068	7	194	3	Reputation
6652	795	5606	967	1547	8	30045	9	270	5	Reputation
6653	795	5606	967	1547	8	30328	2	136	4	Reputation
6654	795	5606	967	1547	8	30649	9	296	4	Reputation
6659	795	5606	967	1547	8	32213	3	243	0	Reputation
6660	795	5606	967	1547	8	32719	3	95	16	Reputation
6661	795	5606	967	1547	8	44169	2	88	3	Reputation
6690	805	65272	5680	7035	143	29954	5	230	5	Reputation
6882	858	2834	434	333	24	21180	8	636	0	Reputation
6898	858	2834	434	333	24	26437	22	703	4	Reputation
6916	858	2834	434	333	24	30684	8	441	13	Reputation
6919	858	2834	434	333	24	31985	7	491	0	Reputation
6924	858	2834	434	333	24	33062	10	205	7	Reputation
7032	887	18187	1660	230	4	2356	40	3214	12	Reputation
7206	887	18187	1660	230	4	26696	15	753	2	Reputation
7285	887	18187	1660	230	4	47517	7	1710	0	Reputation
7383	919	87393	20932	11273	779	1781	16	980	7	Reputation
7400	919	87393	20932	11273	779	1963	13	802	7	Reputation
7512	919	87393	20932	11273	779	4445	10	744	7	Reputation
8162	919	87393	20932	11273	779	41208	49	2240	6	Reputation
8203	930	31170	5529	10523	214	1856	10	1192	2	Reputation
8258	930	31170	5529	10523	214	2715	52	3082	0	Reputation
8275	930	31170	5529	10523	214	2910	61	7644	0	Reputation
8278	930	31170	5529	10523	214	2982	8	1468	0	Reputation
8282	930	31170	5529	10523	214	3104	9	1431	0	Reputation
8290	930	31170	5529	10523	214	3252	19	1172	4	Reputation
8291	930	31170	5529	10523	214	3259	16	1492	4	Reputation
8314	930	31170	5529	10523	214	3479	8	1068	1	Reputation
8701	966	1290	137	244	0	17621	1	243	2	Reputation
8702	966	1290	137	244	0	17918	6	874	0	Reputation
8704	966	1290	137	244	0	18045	6	1445	4	Reputation
8705	966	1290	137	244	0	18084	4	1529	3	Reputation
8710	966	1290	137	244	0	21024	4	3028	2	Reputation
8712	966	1290	137	244	0	26329	3	500	0	Reputation
8714	966	1290	137	244	0	26339	3	177	0	Reputation
8715	966	1290	137	244	0	26614	1	188	0	Reputation
8718	966	1290	137	244	0	27283	6	563	3	Reputation
8720	966	1290	137	244	0	27748	6	1567	0	Reputation
8721	966	1290	137	244	0	28099	4	755	0	Reputation
8723	966	1290	137	244	0	28826	3	537	2	Reputation
8724	966	1290	137	244	0	41492	15	666	5	Reputation
8725	966	1290	137	244	0	41596	5	319	2	Reputation
8800	1005	3679	870	325	0	3212	15	3730	2	Reputation
8801	1005	3679	870	325	0	3221	4	114	0	Reputation
8802	1005	3679	870	325	0	3235	23	4915	1	Reputation
8803	1005	3679	870	325	0	4320	2	2458	2	Reputation
8804	1005	3679	870	325	0	4775	11	3137	0	Reputation
8805	1005	3679	870	325	0	4796	2	537	0	Reputation
8806	1005	3679	870	325	0	5109	1	703	0	Reputation
8807	1005	3679	870	325	0	5147	2	274	0	Reputation
8808	1005	3679	870	325	0	5281	5	364	0	Reputation
8809	1005	3679	870	325	0	9140	5	324	0	Reputation
8810	1005	3679	870	325	0	9208	5	445	0	Reputation
8811	1005	3679	870	325	0	9381	2	81	3	Reputation
8812	1005	3679	870	325	0	16410	3	222	0	Reputation
8813	1005	3679	870	325	0	16507	6	795	5	Reputation
8814	1005	3679	870	325	0	16758	9	1065	4	Reputation
8815	1005	3679	870	325	0	16853	2	281	1	Reputation
8816	1005	3679	870	325	0	16912	4	1162	0	Reputation
8817	1005	3679	870	325	0	16921	64	29596	4	Reputation
8818	1005	3679	870	325	0	16947	4	2979	1	Reputation
8819	1005	3679	870	325	0	17029	6	332	4	Reputation
8820	1005	3679	870	325	0	17046	3	116	1	Reputation
8821	1005	3679	870	325	0	17065	6	869	0	Reputation
8822	1005	3679	870	325	0	17088	1	85	0	Reputation
8823	1005	3679	870	325	0	22648	11	717	0	Reputation
8824	1005	3679	870	325	0	22654	1	291	2	Reputation
8825	1005	3679	870	325	0	27913	3	1464	3	Reputation
8826	1005	3679	870	325	0	27923	2	355	3	Reputation
8827	1005	3679	870	325	0	37895	0	66	5	Reputation
8828	1005	3679	870	325	0	37897	0	92	0	Reputation
8829	1005	3679	870	325	0	38056	1	253	4	Reputation
8830	1005	3679	870	325	0	38063	14	406	9	Reputation
8831	1005	3679	870	325	0	38101	1	158	5	Reputation
8832	1005	3679	870	325	0	38108	0	53	7	Reputation
8833	1005	3679	870	325	0	38133	1	124	3	Reputation
8834	1005	3679	870	325	0	38240	1	80	0	Reputation
8835	1005	3679	870	325	0	38328	3	200	0	Reputation
8836	1005	3679	870	325	0	39231	0	852	1	Reputation
8837	1005	3679	870	325	0	40818	2	6936	3	Reputation
8838	1005	3679	870	325	0	41218	1	68	4	Reputation
8839	1005	3679	870	325	0	41644	1	23	1	Reputation
8840	1005	3679	870	325	0	44702	5	737	0	Reputation
8841	1005	3679	870	325	0	45061	0	132	0	Reputation
8842	1005	3679	870	325	0	45121	2	139	0	Reputation
8843	1005	3679	870	325	0	45235	1	194	0	Reputation
8844	1005	3679	870	325	0	45282	0	100	1	Reputation
8845	1005	3679	870	325	0	45743	4	297	2	Reputation
8846	1005	3679	870	325	0	45796	2	228	11	Reputation
8887	1036	8236	1305	11442	43	2170	6	556	0	Reputation
8903	1036	8236	1305	11442	43	3650	4	511	1	Reputation
8909	1036	8236	1305	11442	43	3893	27	1286	0	Reputation
8934	1036	8236	1305	11442	43	7292	9	740	0	Reputation
8952	1036	8236	1305	11442	43	13858	13	438	1	Reputation
8965	1036	8236	1305	11442	43	17641	13	501	1	Reputation
9154	1106	2410	140	202	2	2171	14	1742	1	Reputation
9156	1106	2410	140	202	2	2230	20	4294	0	Reputation
9157	1106	2410	140	202	2	2379	46	4449	1	Reputation
9159	1106	2410	140	202	2	3158	13	1803	0	Reputation
9161	1106	2410	140	202	2	3276	6	313	1	Reputation
9163	1106	2410	140	202	2	4431	0	344	2	Reputation
9164	1106	2410	140	202	2	5173	6	460	0	Reputation
9166	1106	2410	140	202	2	6108	1	348	2	Reputation
9168	1106	2410	140	202	2	7257	9	511	0	Reputation
9169	1106	2410	140	202	2	7668	3	227	3	Reputation
9170	1106	2410	140	202	2	7982	5	386	4	Reputation
9171	1106	2410	140	202	2	8052	3	1246	0	Reputation
9172	1106	2410	140	202	2	8161	1	226	0	Reputation
9173	1106	2410	140	202	2	8512	3	50	1	Reputation
9174	1106	2410	140	202	2	9365	14	2309	2	Reputation
9175	1106	2410	140	202	2	9664	45	3004	1	Reputation
9176	1106	2410	140	202	2	10486	4	496	0	Reputation
9177	1106	2410	140	202	2	11454	3	488	0	Reputation
